nombre,telefono,mail,web,referentes
Mburucuyá. Colectivo ecológico de Soriano,099533159,mburucuyasoriano@gmail.com,http://www.facebook.com/pg/mburucuyasoriano,Alejandro Cairús - Presidente| Alfredo Silveira - Vicepresidente| Teresa Slavica- Tesorera
Masa Crítica de Montevideo,,,http://Facebook: www.facebook.com/masacriticamvd/,Sergio Rodríguez (activista)
Merendero SAI - Centro Sai Baba de Montevideo,099707250,rbt.barrios@gmail.com,,Laura Taragan / Coordinadora| Robert Barrios / Coordinador
Merendero 25 de Mayo,4339 2004,,,Blanca Reyes
Liga Universitaria de Deportes,2687 8223,laliga@ligauniversitaria.org.uy,http://ligauniversitaria.org.uy/,Julio Jakob| Presidente| Juan Carlos Aguerre| Vicepresidente| Horacio Servetti| Secretario
Manos VeneGuayas,+598 93 340 216,manos.veneguayas@gmail.com,http://www.facebook.com/manosveneguayas/,Alicia Pantoja| Vanessa Sarmiento
Manos Unidas por un Futuro Mejor - Centro CAIF Casa Cuna Nuestra Señora de Guadalupe,2332 3026,casacuna@adinet.com.uy,,
Manos Solidarias para el Desarrollo,2409 1724,manosol@adinet.com.uy,http://www.manossolidarias.org.uy,Uruguay Alonso Torres| Presidente| Hugo Eduardo Arrue| Secretario| Alma Alonso| Vicepresidente
Misioneros Oblatos de María Inmaculada - Delegación del Uruguay,2311 1057,colegiomisanjose@gmail.com,http://www.omiuy.com,
Misión Rescate Internacional,4623 3147 | 098235936,misionrescate2013@gmail.com,http://Facebook: misionrescate2013,Blanca dos Santos - Presidente| Roxana Nogueira - Tesorera| Sergio de Freitas - Secretario
Movimiento de la Juventud Agraria,2400 4360,mja@adinet.com.uy,http://www.mjauruguay.org,Raúl Carrión| Presidente| Elmer Rodríguez| Secretario
Ministerio de Restauración Casa del Alfarero,23479488,iglealfareromf@adinet.com.uy,,Cecilia Mas -auxiliar| Osvaldo Alonso -pastor
Mizangas - Mujeres jóvenes afrodescendientes,,reuniondemizangas@gmail.com,http://mizangas.wordpress.com,
Movimiento de Deudores del BHU y ANV en Uruguay,99958787,yostazo@hotmail.com,http://www.facebook.com/pages/Deudores-BHU/485091998204354,Gustavo Firpo| Andrés Moreno| Ariel Tinaglini
Movimiento Cultural “Jazz a la Calle”,4532 0605 - 099 915 400,produccion@jazzalacalle.com.uy,http://www.jazzalacalle.com.uy,Miguel San Germán| Presidente| Jéssika Latapie| Vice presidente
Movimiento Alternativo de Transformación hacia la Equidad Social,99691241,asociacionmate@gmail.com,,Fernando Burjel| María Guidalí| Mabel de Agostini
Misión Abba Emmanuel,4632 1267,,,Jennifer Moyano| Juan Carlos Brum| Jorge García
Movimiento de Educadores por la Paz - Uruguay,2203 45 81 | 2203 9876,vbrindisi@yahoo.com,http://movimientodeeducadoresporlapaz.blogspot.de/,Miguel Brindisi
Movimiento de Jubilados y Pensionistas de Peñarol,2355 6211,,,
Movimiento de Defensa del Medio Ambiente de Rosario,45521885,asarmandugon@hotmail.com,,
Movimiento de Usuarios de la Salud - Rivera,4622 9684,karaiguazu@hotmail.com | karaiguazu56@gmail.com,,Juan Carlos Aguirre
Misión Vida para las Naciones,2409 0795,info@misionvida.org,http://www.misionvida.org,Jorge Márquez| Pastor
Movimiento de Protección a la Infancia,4722 0464,mopi@adinet.com.uy,,Alfonso Lodeiro| Coordinador Centro Juvenil| Milka Pirez| Coordinadora Club de Niños| Patricia Pons| Coordinadora Aulas Comunitarias
Movimiento de Usuarios de la Salud (Chuy),4474 2627,cabanaslosportenos@hotmail.com,,Ricardo Lackovic
Movimiento Nacional de Usuarios - PATULE,099 852 541 |4733 7371,terecontru@1404adinet.com.uy,,Teresita Coelho| Julio Caballero| Magdalena Ponce de León
Movimiento Nacional de Usuarios de la Salud Pública y Privada,2902 8670,info@uss.org.uy,http://www.usss.org.uy,Néstor Gurruchaga| Presidente.
Movimiento de Acción Social y Cultural de Ecilda Paullier,4349 2796,sroccacolla@hotmail.com,,Wilfredo Cruz| Presidente| Andrea Macarena Alfonso Porley| Secretaria| Shirley Beatriz Rodriguez Elvira| Tesorera
Movidos por la Vida,,movidosporlavida@gmail.com,http://Facebook: www.facebook.com/movidosxlavida,
Movimiento en Defensa de la Salud de los Uruguayos,2902 8670 (Movimientos de Usuarios de la Salud Pública y privada),,,Jorge Bermúdez| Richard Read| Beatriz Fajian
Movimiento Mundial por los Bosques Tropicales - Uruguay,2413 2989 | 2410 0985,wrm@wrm.org.uy,http://www.afectadosambientales.org,Winfridus Overbeek| Coordinador.
Movimiento Luceros,099452287,contacto@movimientoluceros.org,http://www.movimientoluceros.org,
Movimiento Nacional de Recuperación de la Persona con Discapacidad,2408 3119,monamiav@adinet.com.uy,,Ing. Agr. Álvaro M. Sánchez - Presidente
Movimiento de Usuarios Salud Pública (Florida),4318 2096,,,Jacqueline Denis
Movimiento Espacio Mujeres,4733 3824|099212528|099231493,espaciomujeres.salto@gmail.com,,Marlene Arradas| Marcela Tomás| Paula Fernández
Movimiento por un Uruguay Sustentable,2908 80 54,porunuruguaysustentable@gmail.com,http://movusuruguay.org,
Movimiento de Productores de Colonia,4586 2279,roaldrivoir@gmail.com,,
Mujer y Salud en Uruguay,2410 3981 | 2410 4619,mysu@mysu.org.uy | secretaria@mysu.org.uy,http://www.mysu.org.uy,Susana Mazuncalde| Presidenta| Lilián Abracinskas| Directora| Alejandra López Gómez| Asesora de MYSU y del Observatorio Nacional en Género y Salud Sexual y Reproductiva de MYSU
Movimiento Mujeres de Florida,4630 9548 | 099581201,ala141131@hotmail.com,,
Mucho Bicho Tacuarembó,099741168,muchobichotacuarembo@gmail.com,http://www.muchobichotbo.protecms.com,
Mujer Ahora,2903 9019,cooperativamujerahora@gmail.com,http://www.mujerahora.org.uy/,
Movimiento Tacurú,2355 2290 | 2354 2191,info@tacuru.org.uy,http://www.tacuru.org.uy,P.Leonel Burone| Director| P.Ney Correa| Integrante del Directorio| Alejandro López| Responsable Área Socio Pedagógica
Movimiento Socioeducativo Ñandé. Cooperativa de responsabilidad limitada,99439357,fedesierra@gmail.com | jovenesxlatierra@gmail.com,,Federico Sierra| Viviana Pérez
Movimiento de los Focolares Uruguay,2900 1844,,http://focolar.org.uy,María Voce| Presidenta| Giancarlo Faletti| Copresidente| Lidia Roba| Delegada
Movimiento Pro Calera de las Huérfanas,099 195244 (Julio)| 4542 3080 (Mariela),jariztia@montevideo.com.uy| mzubiza@adinet.com.uy,http://www.caleradelashuerfanas.org/ong-pro-calera,Julio Ariztia| Mariela Zubizarreta
Movimiento Político por la Unidad,2900 1844,info@mpu.org.uy,http://mpu.focolar.org.uy,Raúl Gamarra| Gisell Grien
Movimiento No a la Bancarización Obligatoria,,noalabancarizacionobligatoria@gmail.com,http://www.noalabancarizacionobligatoria.com,
Movimiento Nacional por el Bienestar del Anciano,2401 5697,secretaria@ancianosuruguay.org,http://www.ancianosuruguay.org,Lilia Castiglioni Larghi de Berro| Presidente| María Orsi Linares de Ciganda| Vicepresidente| Guzmán G. Moresco  González| Secretario
Movimiento Paulina Luisi,4643 1256,paulinaluisi@adinet.com.uy,,Tania Souza| Presidenta| Elizabeth Lavecchia| Secretaria
Movimiento Pro Bienestar Social del Anciano de Juan Lacaze,4586 2376,,,
Movimiento de Mujeres de San Carlos,4266 1358,analfabeta1942@hotmail.com,http://www.usi.org.uy/infocentros-comunitarios/maldonado/san-carlos-los-zorzales-44,Teresita Fachelli| Presidenta| María Ofelia Nieto| Ana Álvarez
Museo Histórico del Río Uruguay,4732 5685 | 4732 7014,museodelriouruguay@adinet.com.uy,,
Museo Escuela Nº1 de Artigas,477 23081,monicabeasuarez@hotmail.com,,Mónica Suarez
Movimiento Nacional Gustavo Volpe,2901 1042 | 2901 1020 | 2908 7571,volpecontaduria@adinet.com.uy,http://www.volpe.org.uy,Blanca Lydia Sosa de López| Presidenta| Martía N. Muñóz| Secretaria| Isolina Suiffet de Plata| Tesorera
Museo de Arte González Posse,4362 2418,,,
Mujeres por la Vida,099 081071,blancaestherf@gmail.com,,Blanca Ferreira| Silvia Oviedo| Claudia Liesengang
Movimiento Scout del Uruguay,2410 8840,msu@msu.edu.uy,http://www.msu.edu.uy,
Museo Andes 1972,29169461,,http://www.mandes.uy,Andrea Prada| Directora| Jörg P.A.Thomsen| Administrador
Mujeres en Libertad,,mujeresenlibertad2016@gmail.com,,Cecilia Benzano - Presidenta| Paola Rodino - Secretaria| Laura Lacabanne - Tesorera
Mujeres en el Horno,0800 8843,contacto@mujeresenelhorno.org,http://www.mujeresenelhorno.org,Camila Csery
Museo de Ofrendas a San Cono,4352 2585,,,
Museo Comunitario de Villa Ansina,4630 9550,berrielorione@gmail.com,,
Mujeres Sin Miedo,44424996 l 099357144 l 099351948,mujeressinmiedos@gmail.com,http://www.facebook.com/MujeresSinMiedosMinas,
Mujeres del Campo Trabajando,95349091,maluvillalba@hotmail.com,,María Luisa Villalba
Mujeres Uruguayas Afroumbandistas,99215451,atabaque1@hotmail.com,http://www.facebook.com/susana.andrade.984?fref=nf&pnref=story,Susana Andrade - Coordinadora| Naomi Kronberg - Coreógrafa y Directora Cultural| Germán Kronberg - Músico - Percusionista afro ritual
Museo Ciudad de Young,4567 2240,ciudaddeyoungmuseo@gmail.com,,
Mujer y Patriarcado,4352 2427,langon@adinet.com.uy,,Isabel Schimmerling| Maria Angélica Ferreira
Obra Social del Lago - Centro CAIF Obra Social del Lago,4683 1322,,,
Mujeres en Acción de Artigas - Centro CAIF Sueño de Hadas,4773 2392,mujeresenaccion@gmai.com,,
Nacer Mejor Uruguay,91471209,sociosnacermejor@gmail.com,http://www.facebook.com/pages/nacer-mejor,Emilia Diaz| Betina Antelo| Alba Bordoli
Obra Social Cruzada de la Caridad,4723 5023,clubcruzada@gmail.com,,Silvia Ortega| Directora| María Juluia Baldasini| Erica Mora
Nueva Acrópolis Uruguay,2711 8478 | 098898940,informes@acropolis.org.uy,http://www.acropolis.org.uy,Victoria Calle Sánchez| Directora
Nacer| Crecer| Vivir,2292 8088,,,Iris Betty Vigo| Carlos Noble
Obra Cultural Social Alemana - Hogar Alemán,2322 8082 / 2322 9707,hogar.aleman@adinet.com.uy,http://www.hogaraleman.com,
Nichiren Shu Shanga del Uruguay,095 597110,shami.eisen@gmail.com,,Juan Carlos Gomes Pinilla
Mutual Uruguaya de Futbolistas Profesionales,2707 2008 | 2707 2164,mutualuru@yahoo.com,http://www.mutual.com.uy,Enrique Saravia Presidente| Javier Benia| Vicepresidente| Fabian Pumar| Secretario General
Museo y Archivo Regional de Colonia Suiza,4554 4871,,,
Nodos Ambientales Participativos,,,http://www.naps.uy,
Neuróticos Anónimos,2575 5357 (correo de voz) | 098467191,neuroticosanonimos.uy@gmail.com,http://www.serenidad.org,
Museo Raíces de mi pueblo,4360 7221,liceocapilladelsauce@gmail.com,,Graciela Pereira
Observario Luz Ibarburu,2409 22 67 / 099 512 480,contacto@observatorioluzibarburu.org,http://www.observatorioluzibarburu.org,Belela Herrera| Consejo Asesor| Alejandro Artuccio| Consejo Asesor| Miguel Soler| Consejo Asesor
Obras de la Asociación Uruguaya de la Orden de Malta,2924 4582,ospablovi@gmail.com,http://osp6.blogspot.com/,Alessio María Ortolani Argenton| Presidente| Diego Manzo Sanjinés| Vicepresidente| Daniel Alejandro Iglesias Grèzes| Secretario
Mujeres del Área Rural Lechera de Florida,4352 2831,rossinac@montevideo.com.uy,,
Narcóticos Anónimos Uruguay,2901 3282,relacionespublicasna@gmail.com info@nauruguay.org.uy,http://www.na.org.uy,
Obra Social San Martín,4452 0778 | 094 299 265,direccion@sanmartin.org.uy,http://sanmartin.org.uy,David Ursúa| Marta Silvera| Mariana Cabrera Sosa
Organismo Uruguayo de Acreditación,2908 1653 | 2908 0952,oua@organismouruguayodeacreditacion.org,http://www.organismouruguayodeacreditacion.org,Alicia Calzolari - Presidente| Laura Paz - Vicepresidente| Santiago Macció - Secretario
Nueva Congregación Israelita,2709 0709,rabinato@nci.org.uy,http://www.nci.org.uy,Roby Schindler| Presidente| Ernesto Brenner| Vicepresidente| Dinah Spitalnik| Secretario General
Organización de Bienestar Animal,099994900 | 091826272,leticiacor@adinet.com.uy,http://www.facebook.com/obadurazno.durazno,Fabiana Pintos| Valeria Almada| Leticia Cor| Tesorera
ONG Hacedores,,,http://www.facebook.com/onghacedores,José Luis Romero| Presidente| Juan Migues| Director Asociado
ONG Trato Ético Animal,094747542,contacto@tratoeticoanimal.org,http://tratoeticoanimal.org,Rita Rodríguez| María La Paz
Museo Histórico General Artigas,4542 3840,mgralartigas4@gmail.com,http://www.facebook.com/museohistorico.gralartigas,
ONG Amigos de los Animales Paysandú,098913813,,http://www.facebook.com/laura.deleon.50999,Laura de León| Juan Echavarría
ONG Por los Niños Uruguayos,2601 3474,ongelvagon@gmail.com,http://www.elvagon.org.uy,Ana María Milburn| Diana Gercar| Susana Figares
Observatorio del Sur,2409 0806 |2402 0067,obsur@adinet.com.uy,http://www.obsur.org.uy,Adolfo Chapper| Pablo Dabezies Antía
Organizacion de Fútbol del Interior,2908 4088,secretaria@ofi.com.uy,http://www.ofi.org.uy,Gustavo Bares Silva| Presidente| Gustavo Gómez Echezarreta| Vicepresidente| Alcides Larrosa| Secretario
Obra Social Hermanos Misericordistas - Centro CAIF Padre Víctor,2216 0980,caifpadrevictor@gmail.com,,
Observatorio Uruguayo de los Derechos para las Personas con Discapacidad,096345541,observatoriodpd@gmail.com,http://www.facebook.com/ObservatorioO.U.D.P.D.2015,Sandra Noe - Presidenta| Ana Perla - Secretaria| Ana Leal - Tesorera
Observatorio de Políticas Públicas de Derechos Humanos en el Mercosur,099 917 910 | 2409 46 09,info@observatoriomercosur.org.uy,http://observatoriomercosur.org.uy,Margarita Navarrete| Directora
Organización Nacional del Fútbol Infantil,2400 6556 | 2408 4138,secretaria@onfi.org.uy,http://www.onfi.org.uy,Alfredo Etchandy| Presidente| Héctor García| Secretario General
Obra Social Juan XXIII y Hermana Carmen - Centro CAIF,2508 1995,juanxxiii@adinet.com.uy,,
Organización Nacional de Asociaciones de Jubilados y Pensionistas del Uruguay,2401 23 29,onajpu@onajpu.com,http://www.facebook.com/Onajpu-Jpu-1502181510112175/?fref=ts,Beethoven Corbo| Presidente| Waldemar González| Secretario General| Sixto Amaro| Representación en el Directorio del BPS
Organización de la Prensa del Interior,2900 66 83 / 2901 70 89,gerencia@opi.com.uy,http://opi.com.uy,David Rabinovich| Periódico “San José Hoy” – San José| Presidente| Álvaro Riva Rey| Diario “El Heraldo” – Florida| Vicepresidente
Organización Ventura - Centro CAIF Ventura I y II,2313 1094,grompani@adinet.com.uy | mmarisa76@yahoo.com,,
Organización Social Salvador,,salvadorbetervide@gmail.com,http://www.organizacionsocialsalvador.org | Blog: organizacionsocialsalvador.blogspot.com,Álvaro Rodríguez
Organización Social El Tejano,2308 5144,eltejanoadministracion@gmail.com,http://www.lateja.org,Martín Martínez| área educación| Fernando Silva| área cultura| Analía Ramírez| área comunicación
Organización de Técnicos Aeronáuticos del Uruguay,2902 4064,otauofp@adinet.com.uy,,Sabrina Acevedo| Presidenta| Cesar Iroldi| Secretario General
Organización Sri Sathya Sai Baba,29242690,csb-montevideo@sathyasaiuruguay.org,http://www.sathyasai.org.uy/,
Organización Social Afros Sin Fronteras,,org.social.afros.sin.fronteras@gmail.com,http://organizacinsocialsalvadorrivera.blogspot.com,Julio César Suarez Da Rosa
Organización para la Conservación de Cetáceos,+598 99124144,info@occ.org.uy,http://www.ballenafranca.org,Marcelo Sivack| Presidente| Rodrigo García Píngaro| Director| Fabián Palmero| Secretario
Organización San Vicente Obra Padre Cacho,2215 0836 | 2215 4633| 2216 9151,coordinacion@osvpadrecacho.org.uycachoosv@adinet.com.uy,http://www.osvpadrecacho.org.uy,Ana Laura Scarenzio| Coordinadora General.| Gerardo Rojo| Coordinador.| Nebia López| Coordinadora Educación.
Organización Sociedad Civil Puentes,4542 6019,avanico18@gmail.com,,Ovidio Díaz| Presidente| Ramona Garrone| Comisión Directiva| Jose Chipolini| Comisión Directiva
Organización Sionista del Uruguay,2710 6796,info@osu.org.uy,http://www.osu.org.uy,Silvio Geisinger| Presidente| Sergio Dodel| Primer Vicepresidente| Samy Artenstein| Secretario General.
OSC Educando-Nos,4643 6801,educandonososc@gmail.com,http://www.facebook.com/ong.educandonos.1,Ruti Fernández - Presidente| Ana Canto
PERROS GATOS y otros - SOCORRO,091377170,escribanacordano@gmail.com,http://facebook: ong pegaso chuy,María Anabel Rodríguez Acosta - Secretaria| María Graciela Feola Torres - Tesorera| Teresita Toledo - Presidenta
Permacultura Urbana Montevideo,,permacultura.urbana.montevideo@gmail.com,http://www.facebook.com/PermaculturaUrbanaMontevideo,
Organización Nacional Pro Laboral para Lisiados,2203 3061 | 2209 7846,onpli@onpli.org,http://www.onpli.org,Hugo Curbelo| Presidente| Juan Carlos Álvarez| Vicepresidente| Fernando Rodriguez| Secretario General
Palmira FM La Comunitaria,4544 8417 | 099867042,,http://palmirafm1045.blogspot.com,Maria Cristina Adrover| María Rosa Almeida| María Beatriz Laclau
Pequeñas Hermanas Misioneras de la Caridad - Pequeño Cottolengo Femenino Don Orione,2203 6988 | Fax. 2203 5321,adorione@yahoo.com.ar,http://www.cottolengofemeninodonorione.com.uy,
Perfiles LGTB Colectivo Cerro Largo,094 401 827,perfileslgtbcolectivocl@gmail.com,http://Facebook: www.facebook.com/perfileslgtb.colectivocerrolargo,
Pensamiento Colectivo,094 528 201; 099 144 794,somospensamientocolectivo@gmail.com,http://www.facebook.com/pensamientocolectivouy/?fref=ts,Cecilia Lopez Hugo| Andrea Sallé| Leti Brandino| Luciana Almirón y Tania de Tomás.
Payasos Medicinales,099148046 | 099293057,produccion@payasosmedicinales.com,http://www.payasosmedicinales.com,
Organización de Mujeres Empresarias del Uruguay,2902 7711 | 099617892,info@omeu.org.uy,http://www.omeu.org.uy,Verónica Raffo| Presidenta| Rosario Laitano| Secretaria| Beatriz Salemmi| Pro- secretaria
Panda Educación Ambiental,+59899467000,adriangiraudo@adinet.com.uy,http://www.pandaeducacionambiental.blogspot.com,Adrian Giraudo
Organizaciones Mundo Afro de Rivera,4623 20692,mundoafrorivera@hotmail.com,,Carlos Da Silva| Adán Parreño
Plenario Nacional de Organizaciones de Impedidos,2209 0094 2707 0459 2209 2937,plenadi@adinet.com.uy,,Graciela Rumy| Secretaria General| Victoria Cassani| Secretaria Coordinación| Luis Truco| Secretario Comunicación
Pequeño Teatro Durazno,43620362 | 43620451,pesarola@gmail.com,http://Facebook: www.facebook.com/pequeno.durazno,Gonzalo Pérez| Presidente
Organizaciones Mundo Afro,,mundoafrocomunicando@gmail.com,http://boletinmundoafro.blogspot.com,Nestor Silva| Luisa Casalet| Coordinadora del programa de Mundo Afro| Alicia García| Dirección de gestiones de género y etnia
Paysandú Nuestro,,paysandunuestro@hotmail.com,http://www.facebook.com/paysandu.nuestro,Javier Dalmás| Ignacio Sarli| Noella Pandulli
Plenario Intersindical de Trabajadores- Convención Nacional de Trabajadores,2409 6680 | 2409 2267 | Fax: 2400 4160,pitcnt@adinet.com.uy,http://www.pitcnt.org.uy,Marcelo Abdala| Coordinador| Fernando Pereira| Coordinador| Beatriz Fajián| Coordinadora
Patronato da Cultura Galega,2908 0673,pcgalega@adinet.com.uy,http://www.patronatomontevideo.galiciaaberta.com | www.pcgalega.org.uy,José Otero Méndez| Presidente| Ana Ma. Lorenzo García| Vicepresidente| María Isabel Pereiro García| Secretaria.
Plan Bahía de La Paloma - Centro CAIF Noctilucas,4479 8726,caif-noctilucas@hotmail.com,,
